CRN,Course,Section,Title,Hours,Area of LLC,Type,Days,Time,Location,Instructor,Seats Still Available,STATUS,
"7582","ACCT 201","1","Prin of Account I: Financial","3","","Lec","MWF","0800-0850","LUTR 376","Caldwell, John","0","Closed",
"7620","ACCT 201","10","Prin of Account I: Financial","3","","Lec","TR","1330-1445","LUTR 242","Lindquist, Adria","0","Closed",
"7621","ACCT 201","11","Prin of Account I: Financial","3","","Lec","TR","1500-1615","LUTR 242","Lindquist, Adria","2","Open",
"7622","ACCT 201","12","Prin of Account I: Financial","3","","Lec","TR","1500-1615","LUTR 123","Morris, Joseph","0","Closed",
"7623","ACCT 201","13","Prin of Account I: Financial","3","","Lec","TR","1630-1745","LUTR 123","Morris, Joseph","0","Closed",
"7611","ACCT 201","2","Prin of Account I: Financial","3","","Lec","MWF","0900-0950","LUTR 376","Caldwell, John","1","Open",
"7612","ACCT 201","3","Prin of Account I: Financial","3","","Lec","MWF","1000-1050","LUTR 269","Lingenfelter, Gabriele","0","Closed",
"7613","ACCT 201","4","Prin of Account I: Financial","3","","Lec","MWF","0900-0950","FORBES 3012","Brooks, Abby-Gayle","0","Closed",
"7615","ACCT 201","5","Prin of Account I: Financial","3","","Lec","MWF","1000-1050","FORBES 3014","Brooks, Abby-Gayle","0","Closed",
"7616","ACCT 201","6","Prin of Account I: Financial","3","","Lec","MWF","1200-1250","FORBES 3012","Brooks, Abby-Gayle","0","Closed",
"7617","ACCT 201","7","Prin of Account I: Financial","3","","Lec","MW","1600-1715","LUTR 372","Morris, Joseph","0","Closed",
"7618","ACCT 201","8","Prin of Account I: Financial","3","","Lec","",""," ","","0","Closed",
"7619","ACCT 201","9","Prin of Account I: Financial","3","","Lec","MWF","1200-1250","LUTR 105","Caldwell, John","0","Closed",
"8026","ACCT 201","VTC","Prin of Account I: Financial","3","","Lec","",""," ","","0","Closed",
"7624","ACCT 202","1","Prin of Account II: Managerial","3","","Lec","TR","1500-1615","FORBES 2070C","Chung, Philip","1","Open",
"7625","ACCT 202","2","Prin of Account II: Managerial","3","","Lec","TR","1630-1745","FORBES 2070C","Chung, Philip","2","Open",
"7626","ACCT 301","1","Intermediate Accounting I","3","","Lec","TR","1100-1215","LUTR 269","Frucot, Veronique","0","Closed",
"7627","ACCT 301","2","Intermediate Accounting I","3","","Lec","TR","1630-1745","LUTR 170","Frucot, Veronique","0","Closed",
"7629","ACCT 302","1","Intermediate Accounting II","3","","Lec","MWF","1300-1350","FORBES 3012","Brooks, Abby-Gayle","4","Open",
"7630","ACCT 303","1","Cost/Managerial Accounting","3","","Lec","TR","1100-1215","LUTR 137","Chung, Philip","0","Closed",
"7631","ACCT 401","1","Taxation","3","","Lec","MW","1800-1915","LUTR 372","Morris, Joseph","0","Closed",
"7632","ACCT 405","W1","WI: Auditing","3","  WI","Lec","MWF","0800-0850","LUTR 170","Lingenfelter, Gabriele","5","Open",
"7633","ACCT 405","W2","WI: Auditing","3","  WI","Lec","MWF","1200-1250","FORBES 2070A","Lingenfelter, Gabriele","1","Open",
"7628","ACCT 451","1","Govt &amp; Nonprof Acctng &amp; Topics","3","","Lec","TR","0930-1045","LUTR 264","Frucot, Veronique","0","Closed",
"7634","ACCT 461","1","Intl Financial Reporting Stnds","3","","Lec","MWF","1300-1350","FORBES 2070A","Lingenfelter, Gabriele","2","Open",
"7635","ACCT 480","1","Internship in Accounting","3","","Int","","","ARR ","Lingenfelter, Gabriele","0","Closed",
"7930","ACCT 480","2","Internship in Accounting","3","","Int","","","ARR ","Morris, Joseph","0","Closed",
"7931","ACCT 480","3","Internship in Accounting","3","","Int","","","ARR ","Lindquist, Adria","0","Closed",
"7932","ACCT 480","4","Internship in Accounting","3","","Int","","","ARR ","Brooks, Abby-Gayle","0","Closed",
"6681","AMST 100","1M","The American Experiment","3","  AIWT","Lec","MWF","1100-1150","MCM 310","Busch, Elizabeth","0","Closed",
"6682","AMST 100","2M","The American Experiment","3","  AIWT","Lec","MWF","1400-1450","MCM 112","Kundmueller, Michelle","3","Open",
"6683","AMST 100","3","The American Experiment","3","  AIWT","Lec","MWF","1500-1550","MCM 112","Kundmueller, Michelle","2","Open",
"6684","AMST 100","4M","The American Experiment","3","  AIWT","Lec","MW","1600-1715","MCM 160","Hadley, Travis","2","Open",
"6685","AMST 100","5","The American Experiment","3","  AIWT","Lec","MW","1800-1915","MCM 257","Hadley, Travis","1","Open",
"6686","AMST 100","6","The American Experiment","3","  AIWT","Lec","MW","1930-2045","MCM 257","Hadley, Travis","3","Open",
"6687","AMST 100","7M","The American Experiment","3","  AIWT","Lec","TR","1500-1615","MCM 101","White, Jonathan","7","Open",
"6688","AMST 100","8","The American Experiment","3","  AIWT","Lec","MWF","1000-1050","MCM 112","Busch, Elizabeth","0","Closed",
"6689","AMST 100","9","The American Experiment","3","  AIWT","Lec","TR","1930-2045","MCM 316","Kundmueller, Mark","2","Open",
"6690","AMST 120","1M","Encounters w/ the Constitution","3","","Lec","TR","1100-1215","MCM 314","White, Jonathan","0","Closed",
"6691","AMST 200","1","Evolution-American Experiment","3","  AIII  ","Lec","MWF","1300-1350","MCM 164","Hadley, Travis","0","Closed",
"6692","AMST 300","1","The American Exp: Global Infl","3","  AIGM","Lec","TR","0930-1045","MCM 362","McCarthy, William","0","Closed",
"7783","AMST 335","W1","WI: Moot Court","3","  WI","Lec","M","1800-2100","MCM 360","Kundmueller, Michelle","3","Open",
"6693","AMST 340","1","America at Sea","3","","Lec","MW","1800-1915","MCM 114","Wright, Timothy","0","Closed",
"7813","AMST 399","1","Ind St: Epic in America","1 - 3","","Ind","","","ARR ","Kundmueller, Michelle","0","Closed",
"7971","AMST 399","2","Ind St: Flag Desecration in Am","1 - 3","","Ind","","","ARR ","White, Jonathan","0","Closed",
"6610","ANTH 200","1M","Human Adaptation","3","  AINW","Lec","TR","0800-0915","LUTR 121","Timmer, Andria","12","Open",
"6611","ANTH 203","1F","Cultural Anthropology","3","AIII","Lec","MWF","1000-1050","LUTR 264","Loy, Christopher","3","Open",
"6612","ANTH 203","2F","Cultural Anthropology","3","AIII","Lec","MWF","1100-1150","LUTR 264","Loy, Christopher","2","Open",
"6613","ANTH 309","1","The Refugee Experience","3","  AIGM","Lec","TR","0930-1045","LUTR 167","Gustafsson, Mai","0","Closed",
"6615","ANTH 331","1","Environment, Culture &amp; Society","3","","Lec","MW","1600-1715","LUTR 167","Loy, Christopher","2","Open",
"6616","ANTH 331","2","Environment, Culture &amp; Society","3","","Lec","MW","1800-1915","LUTR 167","Loy, Christopher","8","Open",
"6617","ANTH 377","1","Women, Gender and Culture","3","  AIGM","Lec","MW","1600-1715","LUTR 139","Randolph, Antonia","1","Open",
"6619","ANTH 377","2","Women, Gender and Culture","3","  AIGM","Lec","MW","1800-1915","LUTR 139","Randolph, Antonia","0","Closed",
"6620","ANTH 377","3","Women, Gender and Culture","3","  AIGM","Lec","TR","1630-1745","LUTR 167","Gustafsson, Mai","1","Open",
"6625","ANTH 491","1","Practicum in Anthropology","3","","Pra","","","ARR ","Timmer, Andria","0","Closed",
"7460","ARAB 101","1R","Beginning Arabic I","3","","Lec","MWF","1000-1050","MCM 316","Obeid, Diana","3","Open",
"7462","ARAB 101","2R","Beginning Arabic I","3","","Lec","MWF","1100-1150","MCM 316","Obeid, Diana","1","Open",
"7463","ARAB 101","3M","Beginning Arabic I","3","","Lec","MWF","1400-1450","MCM 316","Obeid, Diana","4","Open",
"7464","ARAB 201","1R","Intermediate Arabic I","3","  LLF","Lec","MWF","1200-1250","MCM 360","Obeid, Diana","2","Open",
"7074","BCHM 414","1","Biochemistry I","3","","Lec","MWF","0800-0850","FORBES 2074","Gruber, Todd","3","Open",
"7076","BCHM 414L","1","Biochemistry I Lab","1","","Lab","F","1300-1650","FORBES 1002","Lasseter, Benjamin","0","Closed",
"7077","BIOL 107","1M","General Biology I","3","  AINW","Lec","TR","1630-1745","FORBES 1022","Schiferl, Jessica","0","Closed",
"7226","BIOL 109L","10M","General Biology Laboratory","1","  AINW","Lab","R","2000-2150","FORBES 1027","Sweet, Krista","1","Open",
"7082","BIOL 109L","1M","General Biology Laboratory","1","  AINW","Lab","M","1400-1550","FORBES 1027","Loftis, Jon","0","Closed",
"7089","BIOL 109L","2M","General Biology Laboratory","1","  AINW","Lab","M","1600-1750","FORBES 1027","Loftis, Jon","1","Open",
"7091","BIOL 109L","3M","General Biology Laboratory","1","  AINW","Lab","M","1800-1950","FORBES 1027","Loftis, Jon","1","Open",
"7092","BIOL 109L","4M","General Biology Laboratory","1","  AINW","Lab","M","2000-2150","FORBES 1027","Loftis, Jon","1","Open",
"7093","BIOL 109L","5M","General Biology Laboratory","1","  AINW","Lab","T","1800-1950","FORBES 1027","Sweet, Krista","10","Open",
"7094","BIOL 109L","6M","General Biology Laboratory","1","  AINW","Lab","T","2000-2150","FORBES 1027","Sweet, Krista","8","Open",
"7136","BIOL 109L","7M","General Biology Laboratory","1","  AINW","Lab","W","1800-1950","FORBES 1027","Lundquist, Adam","8","Open",
"7224","BIOL 109L","8M","General Biology Laboratory","1","  AINW","Lab","W","2000-2150","FORBES 1027","Lundquist, Adam","7","Open",
"7225","BIOL 109L","9M","General Biology Laboratory","1","  AINW","Lab","R","1800-1950","FORBES 1027","Sweet, Krista","16","Open",
"7079","BIOL 111","1M","Topics in Botany","3","  AINW","Lec","MW","1600-1715","FORBES 1022","Ruane, Lauren","0","Closed",
"7080","BIOL 113","1M","Topics in Medicine and Health","3","  AINW","Lec","TR","1800-1915","FORBES 1022","Wiens, Katie","20","Open",
"7227","BIOL 211","1M","Principles of Biology I","3","","Lec","MWF","1000-1050","FORBES 2015","Meighan, Christopher","0","Closed",
"7228","BIOL 211","2M","Principles of Biology I","3","","Lec","MWF","1300-1350","FORBES 2015","Bogenpohl, James","2","Open",
"7229","BIOL 211","3M","Principles of Biology I","3","","Lec","MWF","1400-1450","FORBES 2015","Bogenpohl, James","10","Open",
"7230","BIOL 211","4M","Principles of Biology I","3","","Lec","TR","0800-0915","FORBES 2015","Mitrano, Darlene","7","Open",
"7231","BIOL 211L","1M","Principles of Biology I Lab","1","","Lab","M","1300-1650","FORBES 1009","Tombolato-Terzic, Denise","0","Closed",
"7232","BIOL 211L","2M","Principles of Biology I Lab","1","","Lab","M","1800-2150","FORBES 1009","Nelson, Alicia","0","Closed",
"7233","BIOL 211L","3M","Principles of Biology I Lab","1","","Lab","T","1330-1720","FORBES 1009","Brown, Gwynne","2","Open",
"7234","BIOL 211L","4M","Principles of Biology I Lab","1","","Lab","T","1800-2150","FORBES 1009","Aguilar, Leah","0","Closed",
"7236","BIOL 211L","5M","Principles of Biology I Lab","1","","Lab","R","0800-1150","FORBES 1009","Bogenpohl, James","6","Open",
"7237","BIOL 211L","6M","Principles of Biology I Lab","1","","Lab","R","1330-1720","FORBES 1009","Mitrano, Darlene","1","Open",
"7239","BIOL 211L","7M","Principles of Biology I Lab","1","","Lab","R","1800-2150","FORBES 1009","Dorsey, Brittany","1","Open",
"7242","BIOL 212","1","Principles of Biology II","3","","Lec","TR","0800-0915","FORBES 2070D","Lattanzio, Matthew","4","Open",
"7243","BIOL 212","2","Principles of Biology II","3","","Lec","TR","0930-1045","FORBES 2015","Harwell, Heather","3","Open",
"7244","BIOL 212","3","Principles of Biology II","3","","Lec","TR","1100-1215","FORBES 2015","Lattanzio, Matthew","3","Open",
"7248","BIOL 212L","1","Principles of Biology II Lab","1","","Lab","T","1330-1720","FORBES 1027","Haymond, Shauna","1","Open",
"7249","BIOL 212L","2","Principles of Biology II Lab","1","","Lab","T","1330-1720","FORBES 1002","Jaworski, Kortney","0","Closed",
"7250","BIOL 212L","3","Principles of Biology II Lab","1","","Lab","W","0900-1245","FORBES 1002","Jaworski, Kortney","4","Open",
"7251","BIOL 212L","4","Principles of Biology II Lab","1","","Lab","W","1300-1650","FORBES 1002","Lattanzio, Matthew","0","Closed",
"7252","BIOL 212L","5","Principles of Biology II Lab","1","","Lab","R","1330-1720","FORBES 1002","Haymond, Shauna","3","Open",
"7892","BIOL 212L","6","Principles of Biology II Lab","1","","Lab","R","1330-1720","FORBES 1027","Jaworski, Kortney","12","Open",
"7253","BIOL 213","1B","Principles in Biology III","3","","Lec","MWF","0900-0950","FORBES 2070E","Steven, Janet; Collar, David","7","Open",
"7255","BIOL 213","2A","Principles in Biology III","3","","Lec","MWF","1100-1150","FORBES 2015","Burke, Russell; Ruane, Lauren","1","Open",
"7257","BIOL 213","2B","Principles in Biology III","3","","Lec","MWF","1100-1150","FORBES 2070C","Ruane, Lauren; Burke, Russell","24","Open",
"7261","BIOL 213L","1A","Principles of Biology III Lab","1","","Lab","T","1330-1720","FORBES 1039","Deschenes, Michelle; Tweed, Michael","4","Open",
"7263","BIOL 213L","1B","Principles of Biology III Lab","1","","Lab","T","1330-1720","FORBES 1033","Deschenes, Michelle; Tweed, Michael","0","Closed",
"7264","BIOL 213L","2A","Principles of Biology III Lab","1","","Lab","R","0800-1150","FORBES 1039","Deschenes, Michelle; Tweed, Michael","10","Open",
"7266","BIOL 213L","2B","Principles of Biology III Lab","1","","Lab","R","0800-1150","FORBES 1033","Deschenes, Michelle; Tweed, Michael","7","Open",
"7267","BIOL 213L","3A","Principles of Biology III Lab","1","","Lab","R","1330-1720","FORBES 1039","Deschenes, Michelle; Tweed, Michael","9","Open",
"7269","BIOL 213L","3B","Principles of Biology III Lab","1","","Lab","R","1330-1720","FORBES 1033","Deschenes, Michelle; Tweed, Michael","6","Open",
"7807","BIOL 295","1","Sp Tpc: Photography/Field Biol","3","","Lec","TR","0930-1045","FORBES 2043","Haymond, Shauna","0","Closed",
"7286","BIOL 301","1","Microbiology","4","","Lec","MWF","1000-1050","FORBES 1022","Knies, Jennifer","0","Closed",
"7287","BIOL 301","2","Microbiology","4","","Lec","MWF","1100-1150","FORBES 2051","Knies, Jennifer","0","Closed",
"7289","BIOL 301L","1","Microbiology Laboratory","0","","Lab","M","1300-1650","FORBES 1015","Knies, Jennifer","0","Closed",
"7290","BIOL 301L","2","Microbiology Laboratory","0","","Lab","T","1330-1720","FORBES 1015","Guidicelli-Gadea, Lourdes","0","Closed",
"7291","BIOL 301L","3","Microbiology Laboratory","0","","Lab","T","1800-2150","FORBES 1015","Guidicelli-Gadea, Lourdes","0","Closed",
"7895","BIOL 301L","4","Microbiology Laboratory","0","","Lab","M","1800-2150","FORBES 1015","Guidicelli-Gadea, Lourdes","0","Closed",
"7293","BIOL 306","1","Environmental Conservation","3","","Lec","TR","0930-1045","FORBES 2074","Atkinson, Robert","0","Closed",
"7294","BIOL 306L","1","Environmental Conservation Lab","1","","Lab","T","1330-1720","FORBES 2051","Hudson, Herman","2","Open",
"7295","BIOL 307","1","Cell Biology","3","","Lec","TR","0930-1045","FORBES 1022","Meighan, Christopher","0","Closed",
"7306","BIOL 307","2","Cell Biology","3","","Lec","TR","1100-1215","FORBES 2070D","Meighan, Christopher","1","Open",
"7308","BIOL 307L","1","Cell Biology Laboratory","1","","Lab","W","1300-1650","FORBES 1015","Tombolato-Terzic, Denise","1","Open",
"7309","BIOL 307L","2","Cell Biology Laboratory","1","","Lab","R","1330-1720","FORBES 1015","Tombolato-Terzic, Denise","3","Open",
"7310","BIOL 307L","3","Cell Biology Laboratory","1","","Lab","F","1300-1650","FORBES 1015","Tombolato-Terzic, Denise","0","Closed",
"7894","BIOL 307L","4","Cell Biology Laboratory","1","","Lab","",""," ","","0","Closed",
"7313","BIOL 310","1","Plant Systematics","4","","Lec","MWF","1000-1050","FORBES 1033","Steven, Janet","2","Open",
"7314","BIOL 310L","1","Plant Systematics Lab","0","","Lab","M","1300-1650","FORBES 1033","Steven, Janet","2","Open",
"7316","BIOL 313","1","Genetics","3","","Lec","MWF","0800-0850","LUTR 121","Webb, Lisa","0","Closed",
"7317","BIOL 314","1","Human Anatomy/Physiology I","3","","Lec","TR","0800-0915","FORBES 2070E","Grau, Harold","0","Closed",
"7318","BIOL 314","2","Human Anatomy/Physiology I","3","","Lec","TR","0930-1045","FORBES 2070D","Grau, Harold","0","Closed",
"7319","BIOL 314","3","Human Anatomy/Physiology I","3","","Lec","TR","1100-1215","FORBES 2070E","Knight, William","0","Closed",
"7332","BIOL 314L","2","Human Anatomy/Physiology I Lab","1","","Lab","T","1330-1720","FORBES 2056","Grau, Harold","0","Closed",
"7333","BIOL 314L","3","Human Anatomy/Physiology I Lab","1","","Lab","T","1800-2150","FORBES 2056","Lord, Roxanne","0","Closed",
"7334","BIOL 314L","4","Human Anatomy/Physiology I Lab","1","","Lab","W","1300-1650","FORBES 2056","Grau, Harold","1","Open",
"7335","BIOL 314L","5","Human Anatomy/Physiology I Lab","1","","Lab","R","1330-1720","FORBES 2056","Knight, William","0","Closed",
"7336","BIOL 314L","6","Human Anatomy/Physiology I Lab","1","","Lab","R","1800-2150","FORBES 2056","Knight, William","0","Closed",
"7337","BIOL 391","W1","WI: Junior Seminar","1","  WI","Lec","M","1700-1750","FORBES 1002","Schiferl, Jessica","0","Closed",
"7338","BIOL 391","W2","WI: Junior Seminar","1","  WI","Lec","T","1800-1850","FORBES 1002","Whiting, Gary","0","Closed",
"7339","BIOL 391","W3","WI: Junior Seminar","1","  WI","Lec","T","1900-1950","FORBES 1002","Whiting, Gary","0","Closed",
"7340","BIOL 391","W4","WI: Junior Seminar","1","  WI","Lec","W","1700-1750","FORBES 1002","Burke, Russell","0","Closed",
"7341","BIOL 391","W5","WI: Junior Seminar","1","  WI","Lec","W","1800-1850","FORBES 1002","Burke, Russell","0","Closed",
"7778","BIOL 391","W6","WI: Junior Seminar","1","  WI","Lec","M","1800-1850","FORBES 1002","Schiferl, Jessica","0","Closed",
"7809","BIOL 391","W7","WI: Junior Seminar","1","  WI","Lec","R","1900-1950","FORBES 2012","Abraham, Barbara","0","Closed",
"7891","BIOL 391","W8","WI: Junior Seminar","1","  WI","Lec","R","1800-1850","FORBES 1002","Abraham, Barbara","0","Closed",
"7342","BIOL 403","1","Marine Biology","3","","Lec","MWF","0900-0950","FORBES 2015","Harwell, Heather","0","Closed",
"7784","BIOL 403L","1","Marine Biology Laboratory","1","","Lab","M","1300-1650","FORBES 1039","Harwell, Heather","3","Open",
"7344","BIOL 407","1","General Ecology","4","","Lec","TR","1100-1215","FORBES 2051","Whiting, Gary","1","Open",
"7346","BIOL 407L","1","General Ecology Laboratory","0","","Lab","R","1330-1720","FORBES 2051","Whiting, Gary","1","Open",
"7347","BIOL 409","1","Comparative Anatomy Vert","4","","Lec","TR","1100-1215","FORBES 2043","Collar, David","1","Open",
"7348","BIOL 409L","1","Comp Anat Vert Lab","0","","Lab","F","1300-1650","FORBES 2056","Collar, David","1","Open",
"7373","BIOL 411","1","Immunology","3","","Lec","TR","0930-1045","FORBES 2070A","Brown, Gwynne","6","Open",
"7375","BIOL 445","1","Mammalogy","4","","Lec","MWF","1100-1150","FORBES 2043","Sherwin, Rick","0","Closed",
"7378","BIOL 445L","1","Mammalogy Lab","0","","Lab","M","1300-1650","FORBES 2043","Sherwin, Rick","0","Closed",
"7396","BIOL 457","1","Entomology","4","","Lec","TR","0800-0915","FORBES 2043","Meyer, Michael","2","Open",
"7397","BIOL 457L","1","Entomology Lab","0","","Lab","R","1330-1720","FORBES 2043","Meyer, Michael","2","Open",
"7398","BIOL 465","1","Fish Biology","3","","Lec","MWF","1000-1050","FORBES 2043","Thompson, Jessica","1","Open",
"7399","BIOL 465L","1","Fish Biology Laboratory","1","","Lab","W","1300-1650","FORBES 2043","Thompson, Jessica","1","Open",
"7400","BIOL 491","W1","WI: Senior Seminar","1","  WI","Lec","W","1800-1850","FORBES 2014","Dorsey, Brittany","0","Closed",
"7401","BIOL 491","W2","WI: Senior Seminar","1","  WI","Lec","W","1700-1750","FORBES 2014","Dorsey, Brittany","0","Closed",
"7402","BIOL 491","W3","WI: Senior Seminar","1","  WI","Lec","M","1200-1250","FORBES 2070D","Harris, Steven","0","Closed",
"7403","BIOL 491","W4","WI: Senior Seminar","1","  WI","Lec","F","1000-1050","FORBES 2014","Harris, Steven","0","Closed",
"7989","BIOL 492","1","Ind St: Antioxidant Properties","1 - 4","","Ind","","","ARR ","Steven, Janet","0","Closed",
"7999","BIOL 492","2","Ind St: Oyster Mitigation Reef","1 - 4","","Ind","","","ARR ","Burke, Russell","0","Closed",
"8000","BIOL 492","3","Ind St: Quant of Resource Prod","1 - 4","","Ind","","","ARR ","Burke, Russell","0","Closed",
"8003","BIOL 492","4","Ind St:Ther Perform/Adaptation","1 - 4","","Ind","","","ARR ","Knies, Jennifer","0","Closed",
"8009","BIOL 492","5","Ind St:Microsatellites Cin Fer","1 - 4","","Ind","","","ARR ","Steven, Janet","0","Closed",
"8011","BIOL 492","6","Ind St: Genetic Analysis of Fe","1 - 4","","Ind","","","ARR ","Steven, Janet","0","Closed",
"8012","BIOL 492","7","Ind St: Conserv of Bat in Guin","1 - 4","","Ind","","","ARR ","Sherwin, Rick","0","Closed",
"8013","BIOL 492","8","Ind St: Greenhouse Insect Dive","1 - 4","","Ind","","","ARR ","Meyer, Michael","0","Closed",
"8016","BIOL 492","9","Ind St: Oyster Shellstring Sur","1 - 4","","Ind","","","ARR ","Burke, Russell","0","Closed",
"7994","BIOL 496","1","PRT: VA Aquarium Intern","1 - 3","","Pra","","","ARR ","Meyer, Michael","0","Closed",
"7998","BIOL 496","2","PRT: Herp &amp; Mammal Enrichment","1 - 3","","Pra","","","ARR ","Meyer, Michael","0","Closed",
"7988","BIOL 499","1","Ind St: Hydology &amp; Carbon Emis","1 - 3","","Ind","","","ARR ","Atkinson, Robert","0","Closed",
"8010","BIOL 499","2","Ind St: Seed germination in Am","1 - 3","","Ind","","","ARR ","Steven, Janet","0","Closed",
"8021","BIOL 499","3","Ind St: Conserve Horsehoe Bat","1 - 3","","Ind","","","ARR ","Sherwin, Rick","0","Closed",
"7896","BTMG 010","1","First YR-BTMG Activity Course","0","","Fie","","","ARR ","Donaldson, William; McKee, Linda","6","Open",
"7970","BUSN 205","1","Business Practicum","1","","Pra","",""," ","","0","Closed",
"7636","BUSN 231","1","Applied Business Statistics","3","","Lec","TR","1630-1745","LUTR 105","Sixbey, Shannon","1","Open",
"7637","BUSN 231","2","Applied Business Statistics","3","","Lec","MW","1800-1915","LUTR 105","Gibson, John","0","Closed",
"7638","BUSN 231","3","Applied Business Statistics","3","","Lec","MW","1930-2045","LUTR 105","Gibson, John","1","Open",
"7639","BUSN 231","4","Applied Business Statistics","3","","Lec","TR","0930-1045","LUTR 105","Bazzani, Phillip","0","Closed",
"7640","BUSN 231","5","Applied Business Statistics","3","","Lec","TR","1100-1215","LUTR 123","Bazzani, Phillip","0","Closed",
"7641","BUSN 231","6","Applied Business Statistics","3","","Lec","TR","1500-1615","LUTR 105","Sixbey, Shannon","2","Open",
"7642","BUSN 300","1","Organizational Behavior","3","","Lec","MWF","0900-0950","MCM 216","Spranger, Angela","0","Closed",
"7643","BUSN 300","2","Organizational Behavior","3","","Lec","MWF","1000-1050","FORBES 3012","Spranger, Angela","0","Closed",
"7644","BUSN 300","3","Organizational Behavior","3","","Lec","TR","0930-1045","FORBES 2090","McMahon, Joan","0","Closed",
"7645","BUSN 300","4","Organizational Behavior","3","","Lec","TR","1330-1445","TRIB 208","McMahon, Joan","0","Closed",
"7646","BUSN 300","5","Organizational Behavior","3","","Lec","TR","1500-1615","TRIB 208","McMahon, Joan","0","Closed",
"7647","BUSN 303","1","Fundamentals of Business","3","","Lec","MWF","0800-0850","LUTR 269","McGreevy, Priscilla","2","Open",
"7648","BUSN 303","2","Fundamentals of Business","3","","Lec","MWF","1000-1050","TRIB 208","McGreevy, Priscilla","0","Closed",
"7649","BUSN 303","3","Fundamentals of Business","3","","Lec","TR","1330-1445","LUTR 105","Bazzani, Phillip","0","Closed",
"7650","BUSN 304","1","Operations Management","3","","Lec","MWF","1000-1050","LUTR 123","Hasbrouck, Robert","0","Closed",
"7651","BUSN 304","2","Operations Management","3","","Lec","MWF","1100-1150","LUTR 123","Hasbrouck, Robert","0","Closed",
"7652","BUSN 304","3","Operations Management","3","","Lec","MWF","1300-1350","LUTR 123","Hasbrouck, Robert","0","Closed",
"7653","BUSN 304","4","Operations Management","3","","Lec","MW","1600-1715","LUTR 131","Walker, Scott","2","Open",
"7654","BUSN 304","5","Operations Management","3","","Lec","TR","1630-1745","FORBES 3012","Riha, Raymond","0","Closed",
"7897","BUSN 304","6","Operations Management","3","","Lec","TR","1800-1915","LUTR 376","Riha, Raymond","0","Closed",
"7655","BUSN 311","1","Marketing Management","3","","Lec","MWF","0900-0950","LUTR 105","Kim, Dae-Hee","0","Closed",
"7656","BUSN 311","2","Marketing Management","3","","Lec","MWF","1100-1150","LUTR 258","Kim, Dae-Hee","0","Closed",
"7657","BUSN 311","3","Marketing Management","3","","Lec","MWF","1200-1250","LUTR 258","Kim, Dae-Hee","0","Closed",
"7658","BUSN 311","4","Marketing Management","3","","Lec","MWF","1300-1350","LUTR 264","McGreevy, Priscilla","0","Closed",
"7659","BUSN 323","1","Corporate Finance","3","","Lec","MWF","0800-0850","LUTR 123","Gorman, William","2","Open",
"7660","BUSN 323","2","Corporate Finance","3","","Lec","MW","1600-1715","LUTR 123","Qin, Nan","0","Closed",
"7661","BUSN 323","3","Corporate Finance","3","","Lec","MW","1800-1915","LUTR 123","Qin, Nan","2","Open",
"7662","BUSN 323","4","Corporate Finance","3","","Lec","TR","0800-0915","LUTR 105","Guha, Sanjib","0","Closed",
"7663","BUSN 323","5","Corporate Finance","3","","Lec","TR","1330-1445","LUTR 123","Guha, Sanjib","0","Closed",
"7565","BUSN 340","1","Non-Profit as Busn Enterprise","3","","Lec","TR","1500-1615","FORBES 2012","Livingston, Heather","3","Open",
"7566","BUSN 351","1","Business Law I","3","","Lec","TR","1330-1445","LUTR 137","Cohen, Ronnie","2","Open",
"7664","BUSN 351","2","Business Law I","3","","Lec","",""," ","","0","Closed",
"7665","BUSN 351","3","Business Law I","3","","Lec","TR","1100-1215","LUTR 264","Cohen, Ronnie","1","Open",
"7666","BUSN 351","4","Business Law I","3","","Lec","TR","1500-1615","LUTR 142","Cohen, Ronnie","2","Open",
"7781","BUSN 351","5","Business Law I","3","","Lec","TR","1630-1745","LUTR 137","Edgar, Frank","0","Closed",
"7667","BUSN 370","1","Bus &amp; Acct Info Systems","3","","Lec","TR","1630-1745","LUTR 109","Lindquist, Adria","5","Open",
"7668","BUSN 371","1","Management Information Systems","3","","Lec","MWF","1300-1350","LUTR 105","Shaltayev, Dmitriy","6","Open",
"7669","BUSN 371","2","Management Information Systems","3","","Lec","TR","1100-1215","LUTR 105","Lindquist, Adria","0","Closed",
"7670","BUSN 418","1","Strategic Management","3","","Lec","TR","1630-1745","FORBES 2090","Donaldson, William","1","Open",
"7671","BUSN 418","2","Strategic Management","3","","Lec","TR","1330-1445","LUTR 258","Donaldson, William","0","Closed",
"7672","BUSN 418","3","Strategic Management","3","","Lec","MWF","0900-0950","LUTR 111","Walker, Scott","2","Open",
"7674","BUSN 448","1","Enterprise Management","3","","Lec","MWF","1100-1150","LUTR 137","Walker, Scott","1","Open",
"7675","BUSN 448","2","Enterprise Management","3","","Lec","MWF","1200-1250","LUTR 137","Walker, Scott","5","Open",
"7676","BUSN 480","1","Internship in Business","3","","Int","","","ARR ","Lingenfelter, Gabriele","0","Closed",
"7404","CHEM 103","1M","Introductory Chemistry I","3","  AINW","Lec","TR","1330-1445","LUTR 121","Harris, Steven","33","Open",
"7405","CHEM 103L","1M","Introductory Chemistry Lab I","1","  AINW","Lab","T","0800-1050","FORBES 3002","Harris, Steven","1","Open",
"7406","CHEM 121","1M","General Chemistry I","3","  AINW","Lec","MWF","0900-0950","FORBES 1022","Lasseter, Benjamin","0","Closed",
